Priority,Risk,Exception Status,Action,ID,SKU,Product Name,Category,Current Effective Sell Price SAR,Supplier Rank,Supplier Name,Supplier Search URL,Supplier Buy URL,Supplier Price,Currency,Price Source,Notes
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",534,GC-MLB-GLOBAL-172,Mobile Legends Diamonds 172 Diamonds (Global),Gift Cards & Software Keys,7,1,AliExpress,https://www.aliexpress.com/wholesale?SearchText=Mobile+Legends+Diamonds+172+Diamonds+%28Global%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",534,GC-MLB-GLOBAL-172,Mobile Legends Diamonds 172 Diamonds (Global),Gift Cards & Software Keys,7,2,Alibaba,https://www.alibaba.com/trade/search?SearchText=Mobile+Legends+Diamonds+172+Diamonds+%28Global%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",534,GC-MLB-GLOBAL-172,Mobile Legends Diamonds 172 Diamonds (Global),Gift Cards & Software Keys,7,3,Amazon.sa,https://www.amazon.sa/s?k=Mobile+Legends+Diamonds+172+Diamonds+%28Global%29,,,SAR,Needs supplier verification,Uses existing Amazon reference URL and price when the workbook has them.
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",534,GC-MLB-GLOBAL-172,Mobile Legends Diamonds 172 Diamonds (Global),Gift Cards & Software Keys,7,4,Noon,https://www.noon.com/saudi-en/search/?q=Mobile+Legends+Diamonds+172+Diamonds+%28Global%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",534,GC-MLB-GLOBAL-172,Mobile Legends Diamonds 172 Diamonds (Global),Gift Cards & Software Keys,7,5,B&H Photo,https://www.bhphotovideo.com/c/search?Ntt=Mobile+Legends+Diamonds+172+Diamonds+%28Global%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",536,GC-MLB-GLOBAL-2195,Mobile Legends Diamonds 2195 Diamonds (Global),Gift Cards & Software Keys,88,1,AliExpress,https://www.aliexpress.com/wholesale?SearchText=Mobile+Legends+Diamonds+2195+Diamonds+%28Global%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",536,GC-MLB-GLOBAL-2195,Mobile Legends Diamonds 2195 Diamonds (Global),Gift Cards & Software Keys,88,2,Alibaba,https://www.alibaba.com/trade/search?SearchText=Mobile+Legends+Diamonds+2195+Diamonds+%28Global%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",536,GC-MLB-GLOBAL-2195,Mobile Legends Diamonds 2195 Diamonds (Global),Gift Cards & Software Keys,88,3,Amazon.sa,https://www.amazon.sa/s?k=Mobile+Legends+Diamonds+2195+Diamonds+%28Global%29,,,SAR,Needs supplier verification,Uses existing Amazon reference URL and price when the workbook has them.
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",536,GC-MLB-GLOBAL-2195,Mobile Legends Diamonds 2195 Diamonds (Global),Gift Cards & Software Keys,88,4,Noon,https://www.noon.com/saudi-en/search/?q=Mobile+Legends+Diamonds+2195+Diamonds+%28Global%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",536,GC-MLB-GLOBAL-2195,Mobile Legends Diamonds 2195 Diamonds (Global),Gift Cards & Software Keys,88,5,B&H Photo,https://www.bhphotovideo.com/c/search?Ntt=Mobile+Legends+Diamonds+2195+Diamonds+%28Global%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",535,GC-MLB-GLOBAL-706,Mobile Legends Diamonds 706 Diamonds (Global),Gift Cards & Software Keys,28,1,AliExpress,https://www.aliexpress.com/wholesale?SearchText=Mobile+Legends+Diamonds+706+Diamonds+%28Global%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",535,GC-MLB-GLOBAL-706,Mobile Legends Diamonds 706 Diamonds (Global),Gift Cards & Software Keys,28,2,Alibaba,https://www.alibaba.com/trade/search?SearchText=Mobile+Legends+Diamonds+706+Diamonds+%28Global%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",535,GC-MLB-GLOBAL-706,Mobile Legends Diamonds 706 Diamonds (Global),Gift Cards & Software Keys,28,3,Amazon.sa,https://www.amazon.sa/s?k=Mobile+Legends+Diamonds+706+Diamonds+%28Global%29,,,SAR,Needs supplier verification,Uses existing Amazon reference URL and price when the workbook has them.
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",535,GC-MLB-GLOBAL-706,Mobile Legends Diamonds 706 Diamonds (Global),Gift Cards & Software Keys,28,4,Noon,https://www.noon.com/saudi-en/search/?q=Mobile+Legends+Diamonds+706+Diamonds+%28Global%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",535,GC-MLB-GLOBAL-706,Mobile Legends Diamonds 706 Diamonds (Global),Gift Cards & Software Keys,28,5,B&H Photo,https://www.bhphotovideo.com/c/search?Ntt=Mobile+Legends+Diamonds+706+Diamonds+%28Global%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",533,GC-MLB-GLOBAL-86,Mobile Legends Diamonds 86 Diamonds (Global),Gift Cards & Software Keys,5,1,AliExpress,https://www.aliexpress.com/wholesale?SearchText=Mobile+Legends+Diamonds+86+Diamonds+%28Global%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",533,GC-MLB-GLOBAL-86,Mobile Legends Diamonds 86 Diamonds (Global),Gift Cards & Software Keys,5,2,Alibaba,https://www.alibaba.com/trade/search?SearchText=Mobile+Legends+Diamonds+86+Diamonds+%28Global%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",533,GC-MLB-GLOBAL-86,Mobile Legends Diamonds 86 Diamonds (Global),Gift Cards & Software Keys,5,3,Amazon.sa,https://www.amazon.sa/s?k=Mobile+Legends+Diamonds+86+Diamonds+%28Global%29,,,SAR,Needs supplier verification,Uses existing Amazon reference URL and price when the workbook has them.
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",533,GC-MLB-GLOBAL-86,Mobile Legends Diamonds 86 Diamonds (Global),Gift Cards & Software Keys,5,4,Noon,https://www.noon.com/saudi-en/search/?q=Mobile+Legends+Diamonds+86+Diamonds+%28Global%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",533,GC-MLB-GLOBAL-86,Mobile Legends Diamonds 86 Diamonds (Global),Gift Cards & Software Keys,5,5,B&H Photo,https://www.bhphotovideo.com/c/search?Ntt=Mobile+Legends+Diamonds+86+Diamonds+%28Global%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",525,GC-PBG-GLOBAL-1800,PUBG Mobile UC 1800 UC (Global),Gift Cards & Software Keys,72,1,AliExpress,https://www.aliexpress.com/wholesale?SearchText=PUBG+Mobile+UC+1800+UC+%28Global%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",525,GC-PBG-GLOBAL-1800,PUBG Mobile UC 1800 UC (Global),Gift Cards & Software Keys,72,2,Alibaba,https://www.alibaba.com/trade/search?SearchText=PUBG+Mobile+UC+1800+UC+%28Global%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",525,GC-PBG-GLOBAL-1800,PUBG Mobile UC 1800 UC (Global),Gift Cards & Software Keys,72,3,Amazon.sa,https://www.amazon.sa/s?k=PUBG+Mobile+UC+1800+UC+%28Global%29,,,SAR,Needs supplier verification,Uses existing Amazon reference URL and price when the workbook has them.
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",525,GC-PBG-GLOBAL-1800,PUBG Mobile UC 1800 UC (Global),Gift Cards & Software Keys,72,4,Noon,https://www.noon.com/saudi-en/search/?q=PUBG+Mobile+UC+1800+UC+%28Global%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",525,GC-PBG-GLOBAL-1800,PUBG Mobile UC 1800 UC (Global),Gift Cards & Software Keys,72,5,B&H Photo,https://www.bhphotovideo.com/c/search?Ntt=PUBG+Mobile+UC+1800+UC+%28Global%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",523,GC-PBG-GLOBAL-325,PUBG Mobile UC 325 UC (Global),Gift Cards & Software Keys,13,1,AliExpress,https://www.aliexpress.com/wholesale?SearchText=PUBG+Mobile+UC+325+UC+%28Global%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",523,GC-PBG-GLOBAL-325,PUBG Mobile UC 325 UC (Global),Gift Cards & Software Keys,13,2,Alibaba,https://www.alibaba.com/trade/search?SearchText=PUBG+Mobile+UC+325+UC+%28Global%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",523,GC-PBG-GLOBAL-325,PUBG Mobile UC 325 UC (Global),Gift Cards & Software Keys,13,3,Amazon.sa,https://www.amazon.sa/s?k=PUBG+Mobile+UC+325+UC+%28Global%29,,,SAR,Needs supplier verification,Uses existing Amazon reference URL and price when the workbook has them.
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",523,GC-PBG-GLOBAL-325,PUBG Mobile UC 325 UC (Global),Gift Cards & Software Keys,13,4,Noon,https://www.noon.com/saudi-en/search/?q=PUBG+Mobile+UC+325+UC+%28Global%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",523,GC-PBG-GLOBAL-325,PUBG Mobile UC 325 UC (Global),Gift Cards & Software Keys,13,5,B&H Photo,https://www.bhphotovideo.com/c/search?Ntt=PUBG+Mobile+UC+325+UC+%28Global%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",526,GC-PBG-GLOBAL-3850,PUBG Mobile UC 3850 UC (Global),Gift Cards & Software Keys,154,1,AliExpress,https://www.aliexpress.com/wholesale?SearchText=PUBG+Mobile+UC+3850+UC+%28Global%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",526,GC-PBG-GLOBAL-3850,PUBG Mobile UC 3850 UC (Global),Gift Cards & Software Keys,154,2,Alibaba,https://www.alibaba.com/trade/search?SearchText=PUBG+Mobile+UC+3850+UC+%28Global%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",526,GC-PBG-GLOBAL-3850,PUBG Mobile UC 3850 UC (Global),Gift Cards & Software Keys,154,3,Amazon.sa,https://www.amazon.sa/s?k=PUBG+Mobile+UC+3850+UC+%28Global%29,,,SAR,Needs supplier verification,Uses existing Amazon reference URL and price when the workbook has them.
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",526,GC-PBG-GLOBAL-3850,PUBG Mobile UC 3850 UC (Global),Gift Cards & Software Keys,154,4,Noon,https://www.noon.com/saudi-en/search/?q=PUBG+Mobile+UC+3850+UC+%28Global%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",526,GC-PBG-GLOBAL-3850,PUBG Mobile UC 3850 UC (Global),Gift Cards & Software Keys,154,5,B&H Photo,https://www.bhphotovideo.com/c/search?Ntt=PUBG+Mobile+UC+3850+UC+%28Global%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",522,GC-PBG-GLOBAL-60,PUBG Mobile UC 60 UC (Global),Gift Cards & Software Keys,5,1,AliExpress,https://www.aliexpress.com/wholesale?SearchText=PUBG+Mobile+UC+60+UC+%28Global%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",522,GC-PBG-GLOBAL-60,PUBG Mobile UC 60 UC (Global),Gift Cards & Software Keys,5,2,Alibaba,https://www.alibaba.com/trade/search?SearchText=PUBG+Mobile+UC+60+UC+%28Global%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",522,GC-PBG-GLOBAL-60,PUBG Mobile UC 60 UC (Global),Gift Cards & Software Keys,5,3,Amazon.sa,https://www.amazon.sa/s?k=PUBG+Mobile+UC+60+UC+%28Global%29,,,SAR,Needs supplier verification,Uses existing Amazon reference URL and price when the workbook has them.
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",522,GC-PBG-GLOBAL-60,PUBG Mobile UC 60 UC (Global),Gift Cards & Software Keys,5,4,Noon,https://www.noon.com/saudi-en/search/?q=PUBG+Mobile+UC+60+UC+%28Global%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",522,GC-PBG-GLOBAL-60,PUBG Mobile UC 60 UC (Global),Gift Cards & Software Keys,5,5,B&H Photo,https://www.bhphotovideo.com/c/search?Ntt=PUBG+Mobile+UC+60+UC+%28Global%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",524,GC-PBG-GLOBAL-660,PUBG Mobile UC 660 UC (Global),Gift Cards & Software Keys,26,1,AliExpress,https://www.aliexpress.com/wholesale?SearchText=PUBG+Mobile+UC+660+UC+%28Global%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",524,GC-PBG-GLOBAL-660,PUBG Mobile UC 660 UC (Global),Gift Cards & Software Keys,26,2,Alibaba,https://www.alibaba.com/trade/search?SearchText=PUBG+Mobile+UC+660+UC+%28Global%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",524,GC-PBG-GLOBAL-660,PUBG Mobile UC 660 UC (Global),Gift Cards & Software Keys,26,3,Amazon.sa,https://www.amazon.sa/s?k=PUBG+Mobile+UC+660+UC+%28Global%29,,,SAR,Needs supplier verification,Uses existing Amazon reference URL and price when the workbook has them.
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",524,GC-PBG-GLOBAL-660,PUBG Mobile UC 660 UC (Global),Gift Cards & Software Keys,26,4,Noon,https://www.noon.com/saudi-en/search/?q=PUBG+Mobile+UC+660+UC+%28Global%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",524,GC-PBG-GLOBAL-660,PUBG Mobile UC 660 UC (Global),Gift Cards & Software Keys,26,5,B&H Photo,https://www.bhphotovideo.com/c/search?Ntt=PUBG+Mobile+UC+660+UC+%28Global%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",570,GC-PSP-KSA-1,PlayStation Plus 1 Months (KSA),Gift Cards & Software Keys,5,1,AliExpress,https://www.aliexpress.com/wholesale?SearchText=PlayStation+Plus+1+Months+%28KSA%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",570,GC-PSP-KSA-1,PlayStation Plus 1 Months (KSA),Gift Cards & Software Keys,5,2,Alibaba,https://www.alibaba.com/trade/search?SearchText=PlayStation+Plus+1+Months+%28KSA%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
1,High,NEEDS_REFERENCE,"Open search URL, pick exact listing, fill Buy URL + Supplier Price",570,GC-PSP-KSA-1,PlayStation Plus 1 Months (KSA),Gift Cards & Software Keys,5,3,Amazon.sa,https://www.amazon.sa/s?k=PlayStation+Plus+1+Months+%28KSA%29,,,SAR,Needs supplier verification,Uses existing Amazon reference URL and price when the workbook has them.
