ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Sale price,Regular price,Categories,Brands,Shipping class,Weight (kg),Length (cm),Width (cm),Height (cm),Meta: _ng_warranty,Meta: _ng_tech_specs,Meta: _ng_ar_title,Meta: _ng_ar_description,Meta: _ng_model_number,Meta: _ng_country_of_origin,Meta: _ng_hs_code,Meta: _ng_voltage,Meta: _ng_lifecycle_status
54,simple,GM-CMP-NZX-001,,NZXT H9 Elite Mid-Tower ATX Case,0,0,visible,,1349,Hardware,,Oversized,12,60,55,55,Standard NGS Warranty,Condition: New | Class: Oversized,NZXT H9 Elite كيس متوسط كيس ATX,"<p>يقدم لك NZXT H9 Elite Mid-Tower ATX Case حلًا مثاليًا لتنظيم أجهزتك الإلكترونية وتعزيز أدائها.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""direction: rtl;""> <li>تصمي",,,,,Mainstream
55,simple,GM-CMP-COR-001,,Corsair iCUE H150i RGB Elite (360mm AIO),0,0,visible,,1149,Hardware,,Heavy,2.5,42,22,14,Standard NGS Warranty,Condition: New | Class: Heavy,كورسير iCUE H150i RGB Elite (360mm AIO),"<p>تتميز لوحة التبريد ال todo ""أيكو"" من كورسار بتصميمها المبتكر وتقنياتها المتقدمة، مما يجعلها الخيار الأمثل لمحبي الألعاب.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""directio",,,,,Mainstream
56,simple,GM-GPU-GIG-001,,Gigabyte AORUS RTX 5090 Master 32GB,0,0,visible,,27999,Hardware,,Heavy,3.5,45,30,15,Standard NGS Warranty,Condition: New | Class: Heavy,جيجابايت AORUS RTX 5090 Master 32GB,<p>تتميز بطاقة الرسوميات Gigabyte AORUS RTX 5090 Master 32GB بأداء قوي ودقة رسومية عالية، مثالية لمحترفي التحرير الفيديو والألعاب ثلاثية الأبعاد.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2>,,,,,Mainstream
57,simple,GM-GPU-NVD-002,,NVIDIA RTX 5080 Founders Edition (16GB),0,0,visible,,6499,Hardware,,Heavy,2.8,40,25,12,Standard NGS Warranty,Condition: New | Class: Heavy,إنفيديا RTX 5080 فاوندرز إديشن (16GB),"<p>تتميز بمعالج NVIDIA RTX 5080 Founders Edition بأحدث التقنيات التي تضمن أداءً مذهلاً في الألعاب والتطبيقات المتقدمة.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""direction: rt",,,,,Mainstream
58,simple,GM-GPU-NVD-001,,NVIDIA RTX 5090 Founders Edition (32GB),0,0,visible,22999,26449,Hardware,,Heavy,3.2,42,28,14,Standard NGS Warranty,Condition: New | Class: Heavy,إنفيديا RTX 5090 فاوندرز إديشن (32GB),<p>تعد NVIDIA RTX 5090 Founders Edition من أقوى بطاقات الرسوميات المتاحة حالياً، مصممة لتقديم تجربة رسومية عميقة وذكاء حاسوبي متقدم.</p> <strong>لماذا هذا المنتج؟</strong> <ul> <li>قد,,,,,Mainstream
59,simple,GM-STR-HPX-001,,HyperX QuadCast S USB Microphone,1,0,visible,,580,Gaming,,Standard,0.7,25,18,15,Standard NGS Warranty,Condition: New | Class: Standard,هايبر إكس QuadCast S ميكروفون USB,<p>يعد ميكروفون HyperX QuadCast S الخيار الأمثل للبث المباشر والتسجيلات الصوتية العالية الجودة.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul> <li>يتميز بجودة صوت عالية ودقة تفا,,,,,Mainstream
60,simple,GM-STR-ELG-001,,Elgato Stream Deck MK.2,0,0,visible,949,1099,Gaming,,Standard,0.5,22,16,6,Standard NGS Warranty,Condition: New | Class: Standard,إلجاتو ستريم ديك MK.2,"<p>إنه منتج إلكتروني مبتكر يساعد في إدارة وتنظيم أدوات البرمجة والألعاب بشكل فعال.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul style=""list-style-type: disc;""> <li>يتميز بواجهة",,,,,Mainstream
61,simple,GM-CAP-AVR-001,,AVerMedia Live Gamer Ultra S,0,0,visible,,1049,Gaming,,Standard,0.4,20,14,5,Standard NGS Warranty,Condition: New | Class: Standard,أفرميديا Live Gamer Ultra S,"<!-- فقرة افتتاحية واحدة --> <p>أقدم لكم أحدث إصدار من أجهزة البث المباشر، AVerMedia Live Gamer Ultra S، وهي الخيار الأمثل لمحترفي الألعاب والبث عبر الإنترنت.</p> <!-- قسم ""لماذا هذا المنتج؟""",,,,,Mainstream
62,simple,GM-CAP-ELG-001,,Elgato HD60 X Capture Card,0,0,visible,,1099,Gaming,,Standard,0.3,18,13,5,Standard NGS Warranty,Condition: New | Class: Standard,إلجاتو HD60 X كرت تسجيل,"<!-- فقرة افتتاحية واحدة --> <p>تتميز كارد القبض Elgato HD60 X بجودة تصوير عالية ووظائف متقدمة لتسجيل الألعاب والفيديو.</p> <!-- قسم ""لماذا هذا المنتج؟"" --> <h2><strong>لماذا هذا المنتج؟<",,,,,Mainstream
63,simple,GM-CTR-SON-001,,Sony DualSense Edge Controller,0,0,visible,1349,1559,Gaming,,Standard,0.6,22,18,8,Standard NGS Warranty,Condition: New | Class: Standard,سوني دوال سنس Edge يد تحكم,<p>تعد ماسح ضوئي Sony DualSense Edge Controller أداة فعالة لمحترفي الألعاب، مع تصميمها المحسّن وأدائها القوي.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul> <li>تصميم متطور يضمن,,,,,Mainstream
64,simple,GM-CTR-MSF-001,,Xbox Elite Controller Series 2 Core,1,0,visible,,720,Gaming,,Standard,0.55,22,18,8,Standard NGS Warranty,Condition: New | Class: Standard,إكس بوكس إيليت يد تحكم Series 2 Core,"<p>تعد مفاتيح Xbox Elite Controller Series 2 Core من أفضل الخيارات للألعاب الجادة، مع تصميمها المخصص والميزات المتقدمة.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul style=""direction: r",,,,,Mainstream
65,simple,GM-RGB-GOV-001,,Govee DreamView G1 Pro Gaming Light,1,0,visible,,790,Gaming,,Standard,1.2,40,25,10,Standard NGS Warranty,Condition: New | Class: Standard,جوفي DreamView G1 Pro إضاءة قيمنق,"<!-- فقرة افتتاحية واحدة --> <p>تستعد لتجربة ترفيهية لا مثيل لها مع جهاز الإضاءة اللامع Govee DreamView G1 Pro Gaming Light.</p> <!-- قسم ""لماذا هذا المنتج؟"" --> <section> <h2><st",,,,,Mainstream
66,simple,GM-RGB-COR-001,,Corsair iCUE LC100 Lighting Panels,0,0,visible,,549,Gaming,,Standard,0.8,35,20,8,Standard NGS Warranty,Condition: New | Class: Standard,كورسير iCUE LC100 بانلات إضاءة,"<p>تتميز لوحة التحكم الضوئية Corsair iCUE LC100 بتصميمها المبتكر وفعاليتها في تحسين جمال نظام الكمبيوتر الخاص بك.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""direction: rtl;"">",,,,,Mainstream
67,simple,GM-CHR-RAZ-001,,Razer Iskur V2 NewGen,0,0,visible,,3199,Gaming,,Oversized,28,88,68,38,Standard NGS Warranty,Condition: New | Class: Oversized,رايزر Iskur V2 NewGen,<p>رغم أن الريزير إسكور في 2 جيل جديد يحمل نفس اسم السلسلة، إلا أنه يأتي مع تحديثات تقنية ملحوظة تجعله الخيار الأمثل للألعاب.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul> <li>,,,,,Mainstream
68,simple,GM-CHR-SEC-001,,Secretlab Titan Evo,1,0,visible,,4630,Gaming,,Oversized,32,90,70,40,Standard NGS Warranty,Condition: New | Class: Oversized,ThroneLab تيتان إيفو,"<p>يقدم سريكتلاب تيتان إيفو مقعدًا كهربائيًا عالي الجودة يجمع بين الراحة والكفاءة في التصميم.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""list-style-type: disc;""> <li>د",,,,,Mainstream
69,simple,GM-HST-RAZ-001,,Razer BlackShark V2 Pro 2023,0,0,visible,999,1149,Gaming,,Standard,0.45,22,20,10,Standard NGS Warranty,Condition: New | Class: Standard,رايزر BlackShark V2 Pro 2023,<p>تستعد رازر لتقديم تجربة صوتية فريدة مع سماعات Razer BlackShark V2 Pro 2023، مصممة خصيصًا للألعاب.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul> <li>نظام الصوت المحيطي True W,,,,,Mainstream
70,simple,GM-HST-STS-001,,SteelSeries Arctis Nova 7 Wireless,1,0,visible,,860,Gaming,,Standard,0.5,22,20,10,Standard NGS Warranty,Condition: New | Class: Standard,ستيل سيريز Arctis Nova 7 لاسلكي,"<p>تتميز سماعاتSteelSeries Arctis Nova 7 Wireless بأداء عالٍ وتصميم مريح، مما يجعلها الخيار الأمثل لمحترفي الألعاب.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""direction: rtl;""",,,,,Mainstream
71,simple,GM-HST-HPX-001,,HyperX Cloud Alpha Wireless (300hr),0,0,visible,,1199,Gaming,,Standard,0.5,22,20,10,Standard NGS Warranty,Condition: New | Class: Standard,هايبر إكس Cloud Alpha لاسلكي (300hr),<p>تتميز سماعات HyperX Cloud Alpha Wireless (300hr) بتصميمها المبتكر ودقة الصوت العالية، مما يجعلها الخيار الأمثل لمحبي الألعاب والصوت الممتاز.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2>,,,,,Mainstream
72,simple,GM-MOU-RAZ-002,,Razer Viper V3 Pro (54g Wireless),0,0,visible,1049,1209,Gaming,,Standard,0.2,16,12,8,Standard NGS Warranty,Condition: New | Class: Standard,رايزر Viper V3 Pro (54g لاسلكي),"<p>تتميز رافعة الماوس Razer Viper V3 Pro بوزنها الخفيف وتقنياتها المتقدمة، مما يجعلها الخيار الأمثل للمحترفين في مجال الألعاب.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""list-",,,,,Mainstream
73,simple,GM-MOU-LOG-001,,Logitech G Pro X Superlight 2 DEX,0,0,visible,,1099,Gaming,,Standard,0.2,16,12,8,Standard NGS Warranty,Condition: New | Class: Standard,لوجيتك G Pro X Superlight 2 DEX,"<p>تتميز سماعات Logitech G Pro X Superlight 2 DEX بتصميمها المبتكر ووزنها الخفيف، مما يجعلها الخيار الأمثل للألعاب والعمل.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul style=""direction",,,,,Mainstream
74,simple,GM-MOU-RAZ-001,,Razer DeathAdder V4 Pro (57g Wireless),0,0,visible,1149,1329,Gaming,,Standard,0.2,16,12,8,Standard NGS Warranty,Condition: New | Class: Standard,رايزر DeathAdder V4 Pro (57g لاسلكي),"<p>تتميز رايزر ديث أديزر فيرجينيوس بتصميمها المبتكر وزنها الخفيف، مما يجعلها الخيار الأمثل للاعبين المحترفين.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""list-style-type: disc;",,,,,Mainstream
75,simple,GM-KBD-KEY-001,,Keychron K10 HE (Arabic Layout),1,0,visible,,690,Gaming,,Standard,1.2,48,18,6,Standard NGS Warranty,Condition: New | Class: Standard,كيكرون K10 HE (Arabic Layout),"<p>إليك أفضل لوحة مفاتيح إلكترونية تتميز بمرونتها العالية وتصميمها المبتكر.</p> <section> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""list-style-type: disc; margin-left",,,,,Mainstream
76,simple,GM-KBD-LOG-001,,Logitech G Pro X TKL LIGHTSPEED,0,0,visible,1199,1379,Gaming,,Standard,1,42,18,6,Standard NGS Warranty,Condition: New | Class: Standard,لوجيتك G Pro X TKL LIGHTSPEED,"<p>يتميز مفاتيح لوจيتيسك G Pro X TKL LIGHTSPEED بتصميمها المبتكر ودقة تحكم عالية.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""direction: rtl;""> <li>يتميز بأداء عالي يتن",,,,,Mainstream
77,simple,GM-KBD-COR-001,,Corsair K70 MAX RGB,0,0,visible,,1299,Gaming,,Standard,1.3,48,20,6,Standard NGS Warranty,Condition: New | Class: Standard,كورسير K70 MAX RGB,<p> Corsair K70 MAX RGB هو لوحة مفاتيح عصرية تجمع بين الأداء العالي والتصميم الجذاب.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul> <li>دعم اللون RGB المتعدد للتحكم في الإضاءة.<,,,,,Mainstream
78,simple,GM-KBD-RAZ-001,,Razer Huntsman V3 Pro TKL,0,0,visible,1349,1559,Gaming,,Standard,1,42,18,6,Standard NGS Warranty,Condition: New | Class: Standard,رايزر Huntsman V3 Pro TKL,"<!-- فقرة افتتاحية واحدة --> <p>تتميز لوحة المفاتيح Razer Huntsman V3 Pro TKL بتصميمها المبتكر وأدائها الفائق، مما يجعلها الخيار الأمثل للمحترفين في مجال الألعاب.</p> <!-- قسم ""لماذا هذا المن",,,,,Mainstream
79,simple,GM-MON-DEL-001,,"Dell Alienware AW2725DF (27"" QD-OLED 360Hz)",0,0,visible,,5599,Gaming,,Oversized,8.5,72,45,22,Standard NGS Warranty,Condition: New | Class: Oversized,ديل أليو Way AW2725DF (27 بوصة QD-OLED 360 هيرتز),"<p>شاشة Dell Alienware AW2725DF تجمع بين الأداء القوي والتصميم المبتكر لتعطيك تجربة إبداعية لا مثيل لها.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul style=""direction: rtl;""> <",,,,,Mainstream
80,simple,GM-MON-LGE-001,,"LG UltraGear OLED 27GR95QE-B (27"" QHD 240Hz)",0,0,visible,4899,5639,Gaming,,Oversized,8,70,45,22,Standard NGS Warranty,Condition: New | Class: Oversized,LG UltraGear OLED 27GR95QE-B (27 بوصة QHD 240 هيرتز),<!-- فقرة افتتاحية واحدة --> <p>تتميز شاشة LG UltraGear OLED 27GR95QE-B بجودة الصورة الفائقة والسرعة العالية، مما يجعلها الخيار الأمثل لمحترفي الألعاب وعشاق الترفيه.</p> <!-- قسم لماذا هذا ال,,,,,Mainstream
81,simple,GM-MON-SAM-002,,"Samsung Odyssey G7 G70D (32"" 4K 144Hz)",1,0,visible,,2600,Gaming,,Oversized,9,78,50,22,Standard NGS Warranty,Condition: New | Class: Oversized,"سامسونج Odyssey G7 G70D (32"" 4K 144Hz)",<div> <p>سوبرميجا شاشة عرض Samsung Odyssey G7 G70D تتميز بحجم 32 بوصة ودقة 4K وسرعة تحديث 144 هرتز، جعلت منها الخيار الأمثل للألعاب والمشاهدة.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2>,,,,,Mainstream
82,simple,GM-MON-SAM-001,,"Samsung Odyssey OLED G8 (34"" UWQHD 175Hz)",1,0,visible,,4870,Gaming,,Oversized,10,85,50,22,Standard NGS Warranty,Condition: New | Class: Oversized,"سامسونج Odyssey OLED G8 (34"" UWQHD 175Hz)","<p>سوبرفليش الشاشة في سامسونج أوديسي G8 يوفر تجربة مشاهدة فائقة الوضوح والسرعة.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""list-style-type: disc; margin-left: 30px;"">",,,,,Mainstream
83,simple,GM-MON-ASU-001,,"ASUS ROG Swift OLED PG27AQDM (27"" QHD 240Hz)",1,0,visible,,4080,Gaming,,Oversized,8,70,45,22,Standard NGS Warranty,Condition: New | Class: Oversized,"اسوس روج Swift OLED PG27AQDM (27"" QHD 240Hz)",<p>تتميز شاشة ASUS ROG Swift OLED PG27AQDM بحجم 27 بوصة ودقة QHD وسرعة تحديث تصل إلى 240 هيرتز، مما يجعلها الخيار الأمثل لمحبي الألعاب والعملية الرسومية.</p> <strong>لماذا هذا المنتج؟</strong>,,,,,Mainstream
84,simple,NT-MPC-DEL-001,,Dell OptiPlex 7070 Micro (Refurb),1,0,visible,,1610,Homelab,,Standard,1.5,22,20,8,Standard NGS Warranty,Condition: Refurbished | Class: Standard,دell OptiPlex 7070 ميكرو (مرجع),<p>تتميز ديل أوبتيبلекс 7070 ميكرو (ريفورب) بتصميمها компактный وفعالية عالية في استخدام الطاقة، مما يجعلها خيارًا مثاليًا للعملاء الذين يبحثون عن كمبيوتر قوي ومحمول.</p> <h2><strong>لماذا هذ,,,,,Mainstream
85,simple,NT-MPC-BLK-002,,Beelink EQ12 (Intel N100),0,0,visible,,999,Homelab,,Standard,0.8,18,15,8,Standard NGS Warranty,Condition: New | Class: Standard,بييلينك إيه جي 12 (إنтел ن100),<p>يقدم لكم متجرنا الإلكتروني Beelink EQ12، جهازًا مثاليًا للعملاء الذين يبحثون عن أداء عالٍ في الحوسبة المحمولة.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul> <li>معالج Intel,,,,,Mainstream
86,simple,NT-MPC-BLK-001,,Beelink SER7 (Ryzen 7 7735HS),0,0,visible,,2399,Homelab,,Standard,1,18,15,8,Standard NGS Warranty,Condition: New | Class: Standard,بييلينك سير7 (ريزين 7 7735HS),"<p>تتميز جهاز Beelink SER7 بمعالج Ryzen 7 7735HS القوي والمتطور، مما يجعله الخيار الأمثل للعمل والترفيه.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""direction: rtl;""> <",,,,,Mainstream
87,simple,NT-MPC-MNF-001,,MinisForum MS-01 (Homelab Server),0,0,visible,3999,4599,Homelab,,Heavy,3.5,35,25,12,Standard NGS Warranty,Condition: New | Class: Heavy,مินيسفورم MS-01 (خادم المنزلية),"<p>مُعد للعمل في المنزل، يوفر MinisForum MS-01 أداءً قويًا مع تصميم مدمج.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""direction: rtl;""> <li>معالج Intel® Core™ i3-10",,,,,Mainstream
88,simple,NT-POE-TPL-001,,TP-Link TL-SG1005P 5-Port PoE,0,0,visible,,299,Networking,,Standard,0.5,20,15,5,Standard NGS Warranty,Condition: New | Class: Standard,تي بي لينك TL-SG1005P 5-Port PoE,<p>تتميز شبكة تبادل البيانات اللاسلكية TP-Link TL-SG1005P بخمس منافذ PoE، مما يجعلها الخيار الأمثل لشبكات الشركات الصغيرة والمتوسطة.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=,,,,,Mainstream
89,simple,NT-POE-UBQ-001,,Ubiquiti USW-Lite-8-PoE,0,0,visible,,849,Networking,,Standard,0.8,28,18,5,Standard NGS Warranty,Condition: New | Class: Standard,يوبيكويتي USW-Lite-8-PoE,<p>يعد جهاز الـ <strong>USW-Lite-8-PoE</strong> من عبiquiti حلًا مثاليًا لشبكات الشركات الصغيرة والمتوسطة، حيث يجمع بين الأداء العالي والتكلفة المنخفضة.</p> <h2><strong>لماذا هذا المنتج؟</str,,,,,Mainstream
90,simple,NT-KVM-ATN-001,,ATEN CS1924M 4-Port DP KVM,0,0,visible,,2399,Homelab,,Standard,1.5,35,22,8,Standard NGS Warranty,Condition: New | Class: Standard,unità كيام فيم أرتبت 4 من دببلير,"<!-- فقرة افتتاحية واحدة --> <p>ATEN CS1924M هو كمبيوتر مركزي متعدد الأجهزة يوفر حلًا فعالاً لتحكم وإدارة أجهزة الكمبيوتر.</p> <!-- قسم ""لماذا هذا المنتج؟"" --> <h3><strong>لماذا هذا المنت",,,,,Mainstream
91,simple,NT-KVM-TES-001,,TESmart HKS0401A1U 4-Port HDMI KVM,0,0,visible,599,689,Homelab,,Standard,1.2,30,20,6,Standard NGS Warranty,Condition: New | Class: Standard,TESmart HKS0401A1U 4-قناة كييهأمفي إتشديمي,<p>تتميز لوحة التحكم HDMI KVM TESmart HKS0401A1U بتصميمها المبتكر وسهولة استخدامها، مما يجعلها الخيار الأمثل لمن يرغب في إدارة عدة أجهزة إلكترونية من خلال جهاز واحد.</p> <h2><strong>لماذا هذا المن,,,,,Mainstream
92,simple,NT-FWL-FTN-001,,Fortinet FortiGate 60F,0,0,visible,5499,6329,Homelab,,Standard,1.5,30,22,6,Standard NGS Warranty,Condition: New | Class: Standard,فورتي نت FortiGate 60F,"<p>هذا الصرح التقني المتميز، Fortinet FortiGate 60F، هو الحل الأمثل للحماية الرقمية في منازل وشركات صغيرة.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul style=""direction: rtl;"">",,,,,Mainstream
93,simple,NT-FWL-NGT-002,,Netgate 2100 MAX pfSense+ Gateway,1,0,visible,,2740,Homelab,,Standard,1.2,25,18,6,Standard NGS Warranty,Condition: New | Class: Standard,نتجيت 2100 MAX pfSense+ Gateway,<p>يعد جهاز Netgate 2100 MAX pfSense+ Gateway الحل الأمثل للشبكات المتوسطة الحجم والكبيرة، حيث يجمع بين أمان متقدم وسرعة اتصال عالية.</p> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul style,,,,,Mainstream
94,simple,NT-FWL-NGT-001,,Netgate 4200 MAX pfSense+ Gateway,0,0,visible,,3399,Homelab,,Standard,1.8,30,22,6,Standard NGS Warranty,Condition: New | Class: Standard,نتجيت 4200 MAX pfSense+ Gateway,"<p>يقدم لك Netgate 4200 MAX pfSense+ Gateway أداءً عالي الجودة وموثوقية في حلول الشبكات.</p> <section> <h3><strong>لماذا هذا المنتج؟</strong></h3> <ul style=""list-style-type: disc",,,,,Mainstream
95,simple,NT-CBL-GEN-001,,Cat6a Shielded Bulk Cable (305m),1,0,visible,,740,Networking,,Oversized,15,40,35,35,Standard NGS Warranty,Condition: New | Class: Oversized,كابل كاثي 6ا مغطى بالحشوات (305م),<p>هذا الحبل الكاث 6 آيه مغطى مناسب لنقل البيانات بسرعة عالية ودقة.</p> <h2><strong>لماذا هذا المنتج؟</strong></h2> <ul> <li>سرعة نقل البيانات تصل إلى 10 جيجابايت في الثانية.</li>,,,,,Mainstream
