المعرف,النوع,رمز المنتج (SKU),GTIN، أو UPC، أو EAN، أو ISBN,الاسم,تم النشر,هل هي مميزة؟,إمكانية العرض في الكاتلوج,وصف قصير,الوصف,تاريخ بدء سعر التخفيض,تاريخ نهاية سعر التخفيض,حالة الضريبة,فئة الضريبة,متوفر؟,المخزون,انخفاض كمية المخزون,الطلبات المسبقة مسموحة؟,تباع بشكل فردي؟,الوزن (كيلوجرام),الطول (سنتيميتر),العرض (سنتيميتر),الارتفاع (سنتيميتر),السماح بمراجعات الزبائن؟,ملاحظة عملية الشراء,سعر التخفيض,السعر الافتراضي,التصنيفات,الوسوم,فئة الشحن,الصور,حدود التنزيل,أيام مدة صلاحية التنزيل,الأب,منتجات مُجمّعة,منتجات يوصى بها,منتجات تسويقية,رابط خارجي,نص الزر,الموضع,العلامات التجارية,Blocksy Custom Data,Blocksy Variation Images
,simple,NG-MKR-001,,Raspberry Pi 5 8GB - The New Standard in Single Board Computing,1,0,visible,"The latest evolution of Raspberry Pi with 3x the performance. 8GB RAM, dual 4K display support, and a new PCIe interface. The ultimate engine for your next tech project.","Experience unparalleled power in the palm of your hand with the **Raspberry Pi 5**. Featuring a massive jump in processing speed and graphical capability, the Pi 5 is designed to handle everything from complex industrial applications to high-end home servers.

**Why Raspberry Pi 5?**
- **Triple the Power:** The new 2.4GHz quad-core processor delivers performance up to 3 times faster than its predecessor (Pi 4).
- **Stunning Visuals:** Dual 4K@60Hz HDMI outputs with HDR support make it a powerhouse for media centers and digital signage.
- **High-Speed Connectivity:** Features a dedicated PCIe 2.0 interface, allowing for ultra-fast NVMe storage expansion.
- **Optimized I/O:** Improved USB 3.0 bandwidth and a true Gigabit Ethernet port for lag-free data transfers.
- **Enhanced User Experience:** Includes a built-in power button and a real-time clock (RTC) for better system management.
- **8GB RAM:** The maximum memory configuration ensures smooth multitasking and heavy workload handling.

**Technical Specifications:**
| Processor | BCM2712 2.4GHz Quad-core Arm Cortex-A76 |
|---|---|
| Memory | 8GB LPDDR4X-4267 RAM |
| Graphics | VideoCore VII GPU (OpenGL ES 3.1, Vulkan 1.2) |
| Display | Dual 4K@60p HDMI HDR |
| Connectivity | Gigabit Ethernet, Dual-band WiFi, BT 5.0 |
| Ports | 2x USB 3.0, 2x USB 2.0, PCIe 2.0 x1 |
| Power | USB-C 5V/5A PD |",,,taxable,,1,,,0,0,,,,,1,,,549,Enthusiasts & Gamers,,,https://m.media-amazon.com/images/I/51GoKpk6lUL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-MKR-002,,Raspberry Pi 5 Ultimate Starter Kit - Everything You Need in One Box,1,0,visible,"The complete Pi 5 experience. Includes 8GB board, official 27W PSU, active cooler, case, and pre-loaded 128GB SD card. Plug and play excellence.",Stop searching for compatible parts and get straight to building. The,,,taxable,,1,,,0,0,,,,,1,,,699,Enthusiasts & Gamers,,,https://m.media-amazon.com/images/I/51GoKpk6lUL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-MKR-003,,Keychron Q1 - Premium Full Aluminum Custom Mechanical Keyboard,1,0,visible,"The pinnacle of mechanical keyboards. CNC aluminum body, 75% layout, and full QMK/VIA customization. A typing experience engineered for perfection.","Transform your workflow with the **Keychron Q1**, a premium mechanical keyboard designed for enthusiasts who demand the very best. From its heavy aluminum chassis to its sophisticated acoustic design, every detail is crafted for excellence.

**Why Keychron Q1?**
- **All-Metal Craftsmanship:** CNC machined from 6063 aluminum, providing a solid, premium feel and unmatched durability.
- **Double-Gasket Design:** Features a unique internal structure that offers a flexible, cushioned typing feel and a clean, ""thocky"" sound profile.
- **Fully Customizable:** With QMK and VIA support, you can remap any key and create powerful macros to boost your productivity.
- **Hot-Swappable:** Easily swap out switches in seconds without soldering. Compatible with almost all 3-pin and 5-pin MX mechanical switches.
- **South-Facing RGB:** Designed to better illuminate the keyboard from the typist’s angle, ensuring vibrant lighting even with non-shine-through keycaps.
- **Mac & Windows Ready:** Includes dedicated keycaps for both macOS and Windows layouts, with a physical toggle switch to swap between them.

**Technical Specifications:**
| Body Material | Full CNC Machined Aluminum |
|---|---|
| Layout | 75% (82 Keys) |
| Mount | Double-Gasket Design |
| Polling Rate | 1000Hz |
| Connectivity | Wired USB-C |
| Switches | Hot-swappable (3/5 pin) |
| Support | QMK / VIA |",,,taxable,,1,,,0,0,,,,,1,,,899,Enthusiasts & Gamers,,,https://m.media-amazon.com/images/I/61H3hRxD2ML._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-MKR-004,,Meta Quest 3 128GB - The Most Powerful Mixed Reality Headset,1,0,visible,"The next frontier of VR and MR. Featuring 2x the processing power, stunning 4K+ resolution, and full-color passthrough. Experience breathtaking immersion without the wires.","Expand your world with the **Meta Quest 3**. Whether you’re diving into epic gaming adventures or transforming your living room into a virtual workspace, the Quest 3 delivers a groundbreaking mixed reality experience that blends digital and physical worlds seamlessly.

**Why Meta Quest 3?**
- **High-Fidelity Mixed Reality:** Full-color, high-resolution sensors let you see your physical surroundings while interacting with virtual objects with incredible clarity.
- **Next-Gen Performance:** Powered by the Snapdragon XR2 Gen 2, offering twice the GPU power for faster load times and more detailed environments.
- **4K+ Infinite Display:** Two displays (2064x2208 per eye) combined with pancake lenses provide a 30% jump in resolution over Quest 2.
- **Slimmer & More Comfortable:** A 40% slimmer optic profile compared to the previous generation makes for a more balanced and comfortable fit.
- **Immersive Spatial Audio:** Enhanced sound clarity and 40% louder volume range than Quest 2 for a truly cinematic experience.
- **Precision Controllers:** New Touch Plus controllers with TruTouch haptics and advanced hand tracking for natural interaction.

**Technical Specifications:**
| Processor | Snapdragon XR2 Gen 2 |
|---|---|
| Resolution | 2064 x 2208 per eye (4K+) |
| Storage | 128GB |
| Passthrough | Dual RGB Cameras (Full Color MR) |
| Battery Life | ~2 Hours (Usage dependent) |
| Weight | 515g |
| Connectivity | WiFi 6E, Bluetooth 5.2 |",,,taxable,,1,,,0,0,,,,,1,,,2299,Enthusiasts & Gamers,,,https://m.media-amazon.com/images/I/61ntpBe0VyL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-MKR-005,,Elgato Stream Deck MK.2 - Professional Productivity Console with 15 LCD Keys,1,0,visible,"The icon of content creation. 15 fully customizable LCD keys to control apps, broadcasting tools, and workflows at your fingertips. Streamline your productivity.","Take control of your digital life with the **Elgato Stream Deck MK.2**. More than just a controller for streamers, it’s a powerful macro console designed to speed up any task, from video editing to complex software engineering.

**Why Elgato Stream Deck MK.2?**
- **Tactile LCD Keys:** 15 bright, customizable keys that update in real-time to show you exactly what each button does.
- **Vast Integration:** Direct plugins for OBS, Streamlabs, Twitch, YouTube, Philips Hue, and many more are available in the Stream Deck Store.
- **Multi-Action Sequences:** Trigger multiple actions with one tap—open your workstation apps, turn on the lights, and start your stream simultaneously.
- **Interchangeable Faceplates:** Personalize your desk setup by swapping out the front plate for different colors and designs.
- **Ergonomic Stand:** Comes with a detachable 45-degree stand for the perfect viewing angle and stable button presses.
- **Drag-and-Drop Setup:** The intuitive software makes it incredibly simple to assign actions and customize icons.

**Technical Specifications:**
| Keys | 15 customizable LCD keys |
|---|---|
| Interface | USB 2.0 (Detachable USB-C to USB-A cable) |
| Dimensions | 118 x 84 x 25 mm (without stand) |
| Weight | 145 g (without stand) |
| System Support | Windows 10 (64-bit) / macOS 10.15 or later |
| Cable Length | 1.5m |",,,taxable,,1,,,0,0,,,,,1,,,759,Enthusiasts & Gamers,,,https://m.media-amazon.com/images/I/61E7SZfzhML._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-ACC-001,,Baseus Blade 100W Power Bank - Ultra-Slim Laptop Portable Charger,1,0,visible,"100W PD output in a sleek, ultra-thin design. 20,000mAh capacity to fast-charge laptops and smartphones simultaneously. Features a smart digital status display.","Power up your professional life with the **Baseus Blade 100W Power Bank**. Designed for those who refuse to be tethered to a wall outlet, this ultra-slim powerhouse can charge a MacBook Pro to 50% in just 30 minutes.

**Why Baseus Blade?**
- **Massive 100W Output:** High-speed Power Delivery (PD) that provides enough juice for high-end laptops, tablets, and flagship smartphones.
- **Incredibly Thin Design:** At only 18mm thick, it’s specifically engineered to fit into slim laptop bags and backpacks without bulk.
- **20,000mAh High Capacity:** Reliable energy that can keep your iPhone running for days or give your laptop a full second life.
- **Intelligent Digital Display:** Real-time visibility into battery percentage, current voltage, and estimated remaining charging time.
- **Quad-Port Charging:** Two USB-C ports and two USB-A ports allow you to charge up to four devices at once.
- **Flight Safe:** Complies with international aviation safety standards (IATA), making it your perfect travel companion.

**Technical Specifications:**
| Capacity | 20,000mAh / 74Wh |
|---|---|
| USB-C Output | Up to 100W (PD 3.0) |
| USB-A Output | Up to 30W (QC 4.0/3.0) |
| Input | 65W Fast Recharging (Full in ~90 mins) |
| Ports | 2x USB-C + 2x USB-A |
| Thickness | 18 mm |
| Safety Features | Over-current, Over-voltage, Over-temperature protection |",,,taxable,,1,,,0,0,,,,,1,,,259,Accessories & Lifestyle,,,https://m.media-amazon.com/images/I/61SJJ+zZEFL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-ACC-002,,Anker 735 GaN 65W Charger - Compact 3-Port Fast Charger,1,0,visible,"One charger for all your gear. 65W GaNPrime technology in a body 40% smaller than standard chargers. Charge your laptop, phone, and buds simultaneously.","Streamline your charging experience with the **Anker 735 Charger (GaNPrime 65W)**. Ditch the bulky power bricks and enjoy high-speed charging for three devices at once from a single, pocket-sized wall plug.

**Why Anker 735?**
- **GaNPrime Technology:** Anker’s most advanced charging system that delivers better energy efficiency and heat dissipation in a tiny form factor.
- **65W Max Output:** Enough power to fast-charge a MacBook Air, iPad Pro, or the latest flagship smartphones at full speed.
- **PowerIQ 4.0:** Intelligent power allocation dynamically adjusts to the needs of each connected device for the fastest possible charge.
- **ActiveShield 2.0:** Enhanced protection that monitors temperature over 3 million times a day to prevent overheating and protect your battery.
- **Ultra-Compact:** 40% smaller than the original Apple 67W charger, featuring a foldable plug for maximum portability.
- **Universal Compatibility:** Optimized to work perfectly with over 1,000 devices, including iPhones, Galaxies, and MacBooks.

**Technical Specifications:**
| Total Wattage | 65W |
|---|---|
| Output Ports | 2x USB-C + 1x USB-A |
| Technology | GaNPrime, PowerIQ 4.0, ActiveShield 2.0 |
| Supported Protocols | PD 3.0, PPS, Quick Charge 3.0 |
| Design | 40% smaller than Apple 67W, Foldable Plug |
| Safety | Short-circuit, Over-voltage, Temperature control |",,,taxable,,1,,,0,0,,,,,1,,,198,Accessories & Lifestyle,,,https://m.media-amazon.com/images/I/51JqkPbJVnL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-ACC-003,,Mark Ryden Anti-theft Laptop Backpack - Maximum Protection for Your Tech,1,0,visible,"Sleek, waterproof, and theft-proof. Features a TSA-approved lock, external USB port, and ergonomic design. Fits laptops up to 15.6"" with specialized safety compartments.","Travel with confidence and style with the **Mark Ryden Anti-theft Backpack**. This isn't just a bag; it's a mobile security vault for your expensive gear, engineered for the modern commuter and frequent traveler.

**Why Mark Ryden?**
- **TSA-Approved Security:** An integrated 3-digit combination lock secures your main compartment, providing peace of mind in crowded areas.
- **Waterproof Fabric:** High-quality Oxford material ensures your electronics stay dry during unexpected rain or accidental spills.
- **Built-in USB Charging:** Connect your power bank inside and charge your phone conveniently via the external USB 3.0 port.
- **Theft-Proof Features:** Hidden zippers and a secret back pocket keep your valuables like passports and wallets safe from pickpockets.
- **Superior Organization:** Dedicated padded slots for a 15.6"" laptop and a 9.7"" tablet, plus multiple organized pockets for cables and accessories.
- **Ergonomic Comfort:** Breathable multi-panel airflow design provides extra padding for comfort and maximum back support.

**Technical Specifications:**
| Laptop Compatibility | Up to 15.6 inch |
|---|---|
| Tablet Compatibility | Up to 9.7 inch |
| Security | TSA Combination Lock + Hidden Zippers |
| Material | Water-repellent Oxford + YKK-style zippers |
| Features | External USB 3.0 Port, 180° Opening |
| Dimensions | Slim & Lightweight profile |",,,taxable,,1,,,0,0,,,,,1,,,215,Accessories & Lifestyle,,,https://m.media-amazon.com/images/I/71Wc7RNHFCL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-ACC-004,,Seagate IronWolf 18TB NAS Internal Hard Drive - Built for 24/7 Performance,1,0,visible,"Massive 18TB capacity optimized for NAS environments. CMR technology, 7200 RPM, and 3 years of free Rescue Data Recovery. The professional choice for storage servers.","Power your NAS with the **Seagate IronWolf 18TB**, a hard drive specifically engineered to handle the demands of multi-user environments and 24/7 uptime. Robust, scalable, and reliable—it’s the cornerstone of your data infrastructure.

**Why IronWolf?**
- **Incredible Capacity:** 18TB of storage for massive media libraries, project archives, and enterprise-level backups.
- **NAS-Optimized:** AgileArray technology focuses on drive balance, RAID optimization, and power management to ensure the best performance in multi-bay enclosures.
- **CMR Technology:** Uses Conventional Magnetic Recording for consistent, high-speed performance and reliability in heavy workloads.
- **IronWolf Health Management:** Built-in prevention, intervention, and recovery tools to keep your data safe (on compatible NAS units).
- **High Workload Rating:** Designed to handle 180TB of user data per year, perfect for active creative studios and small businesses.
- **Rescue Data Recovery:** Peace of mind included—comes with 3 years of Rescue Data Recovery Services to help retrieve data in case of unexpected drive failure.

**Technical Specifications:**
| Capacity | 18 TB |
|---|---|
| Spindle Speed | 7200 RPM |
| Cache | 256 MB |
| Recording Tech | CMR |
| MTBF | 1,000,000 Hours |
| Workload Rating | 180 TB/Year |
| Warranty | 5-Year Limited + 3-Year Rescue |",,,taxable,,1,,,0,0,,,,,1,,,1750,Accessories & Lifestyle,,,https://m.media-amazon.com/images/I/71j3r6BLXEL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-ACC-005,,Flipper Zero - The Ultimate Multi-Tool for Geeks and Cyber-Research,1,0,visible,"The world-famous portable multi-tool for interacting with digital systems. Explore Sub-GHz, RFID, NFC, IR, and more in a pocket-sized, open-source device.","Unleash your inner hacker with the **Flipper Zero**. Designed for hardware exploration, ethical hacking, and radio research, Flipper Zero is a portable powerhouse that helps you understand and interact with the invisible digital world around you.

**Why Flipper Zero?**
- **All-in-One Radio Lab:** Includes a Sub-GHz transceiver, RFID reader/emulator, NFC controller, Infrared transceiver, and Bluetooth module.
- **GPIO Expansion:** Built-in pins allow you to connect external hardware modules and sensors, making it a dream for DIY electronics enthusiasts.
- **Open-Source Freedom:** From the firmware to the hardware layout, Flipper is open-source, supported by a massive global community of developers.
- **Fun & Functional Interface:** A nostalgic 1.4"" monochrome LCD and a ""cyber-dolphin"" companion that grows as you use the device for various tasks.
- **Massive Versatility:** Copy and emulate unencrypted remote controls (AC, TV, Garage) or proximity cards (RFID/NFC) for testing and backup purposes.
- **Long Battery Life:** Efficient hardware ensures you can explore for days on a single charge.

**Technical Specifications:**
| Microcontroller | STM32WB55 Dual-core MCU |
|---|---|
| RF Frequencies | Sub-GHz (300-928 MHz) |
| Proximity Tech | 125kHz RFID & 13.56MHz NFC |
| Connectivity | Bluetooth LE, USB-C, GPIO Pins |
| Display | 1.4"" LCD Monochrome (Sunlight-readable) |
| Storage | MicroSD slot for data logging and apps |

**LEGAL NOTE:** This device is marketed as an educational cybersecurity research tool. Users are responsible for ensuring compliance with local laws and regulations. Saudi customs may require specific approvals for import.",,,taxable,,1,,,0,0,,,,,1,,,1199,Accessories & Lifestyle,,,https://m.media-amazon.com/images/I/51K4N5k8tGL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-ENT-006,,Synology DiskStation DS1621+ 6-Bay NAS - Enterprise Storage Powerhouse,1,0,visible,Professional 6-bay NAS powered by AMD Ryzen V1500B quad-core CPU with 4GB DDR4 ECC RAM (expandable to 32GB). Supports up to 108TB raw storage with NVMe SSD caching and Btrfs data protection. Expandable to 16 bays with two DX517 units.,"Looking for a centralized storage solution that delivers both performance and reliability for your business?

**Why This Product?**
- AMD Ryzen V1500B quad-core 2.2GHz CPU ensures smooth multitasking performance
- 6x 3.5""/2.5"" SATA bays expandable to 16 bays via two DX517 expansion units
- Dual M.2 2280 NVMe slots for SSD cache acceleration
- 4x 1GbE ports with Link Aggregation and 10GbE upgrade option via PCIe
- DSM 7 with full support for Docker, Virtual Machine Manager, and Surveillance Station

| Specification | Details |
|---|---|
| CPU | AMD Ryzen V1500B Quad-Core 2.2GHz |
| Memory | 4GB DDR4 ECC (expandable to 32GB) |
| Drive Bays | 6x 3.5""/2.5"" SATA III |
| Max Raw Storage | 108TB (6x 18TB) |
| Network Ports | 4x 1GbE RJ-45 |
| USB Ports | 2x USB 3.2 Gen 1 |
| Expansion Slots | 1x PCIe Gen3 x8, 2x M.2 2280 NVMe |
| File System | Btrfs / ext4 |
| Dimensions | 166 x 282 x 243 mm |
| Weight | 5.1 kg |
| Power Consumption | 32.96W (access) / 12.67W (HDD hibernation) |",,,taxable,,1,,,0,0,,,,,1,,,3990,Enterprise & IT Pro,,,https://m.media-amazon.com/images/I/41m-xYjfe5L._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-ENT-007,,MikroTik CRS326-24G-2S+RM 24-Port Managed Gigabit Switch with 10G SFP+,1,0,visible,Managed switch with 24 Gigabit Ethernet ports and 2x 10Gbps SFP+ uplinks from MikroTik. 1U rackmount design running RouterOS/SwOS for full network control. Enterprise-grade features at a fraction of the cost of competing brands.,"Need a managed switch with professional features without paying premium brand prices?

**Why This Product?**
- 24x Gigabit Ethernet ports plus 2x SFP+ 10Gbps uplinks for server/switch interconnects
- Dedicated Marvell Prestera 98DX3236 switching chip with 48Gbps switching capacity
- Dual OS support: RouterOS v7 or SwOS with VLAN, port mirroring, and bandwidth limiting
- Metal 1U rackmount design with quiet internal cooling fan
- Ultra-low 17W power consumption with integrated PSU

| Specification | Details |
|---|---|
| CPU | Marvell Prestera 98DX3236 650MHz |
| Memory | 512MB RAM / 16MB Flash |
| Ethernet Ports | 24x 10/100/1000 RJ-45 |
| SFP+ Ports | 2x SFP+ (10Gbps) |
| Switching Capacity | 48 Gbps |
| Operating System | RouterOS v7 / SwOS |
| Dimensions | 443 x 144 x 28 mm (1U) |
| Weight | 1.46 kg |
| Power Consumption | 17W |
| Cooling | Internal fan |",,,taxable,,1,,,0,0,,,,,1,,,1090,Enterprise & IT Pro,,,https://m.media-amazon.com/images/I/41KxM2y0uZL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-ENT-008,,APC Smart-UPS 1500VA LCD RM 2U (SMT1500RMI2U) - Pure Sine Wave Rack UPS,1,0,visible,Professional 1500VA/1000W UPS from APC with interactive LCD display and 2U rackmount/tower design. Line-Interactive technology with pure sine wave output protects servers and network equipment from power outages and voltage fluctuations. Hot-swappable batteries for zero-downtime maintenance.,"Have you ever lost data or experienced hardware damage from a sudden power outage?

**Why This Product?**
- 1500VA / 1000W capacity with pure sine wave output, safe for servers and sensitive equipment
- Interactive LCD displays real-time battery status, load, and voltage information
- 2U Rack-Mount or Tower design with hot-swappable batteries for zero-downtime replacement
- USB + Serial + SmartSlot ports for monitoring and automatic graceful shutdown
- 6x IEC 320 C13 outlets (4 battery + surge, 2 surge only) with comprehensive surge protection

| Specification | Details |
|---|---|
| Capacity | 1500VA / 1000W |
| Waveform | Pure Sine Wave |
| Technology | Line-Interactive |
| Outlets | 4x IEC C13 (battery + surge), 2x IEC C13 (surge only) |
| Backup Time | ~7 min at full load, ~26 min at half load |
| Input Voltage | 160-286V auto-sensing |
| Form Factor | 2U Rack-Mount / Tower |
| Connectivity | USB, Serial RS-232, SmartSlot |
| Dimensions | 432 x 483 x 89 mm |
| Weight | 27.3 kg |",,,taxable,,1,,,0,0,,,,,1,,,3450,Enterprise & IT Pro,,,https://m.media-amazon.com/images/I/41bfD4rXhIL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-ENT-009,,HPE ProLiant DL380 Gen10 Server (Refurbished) - Data Center Power at Smart Pricing,1,0,visible,"Fully tested refurbished HPE DL380 Gen10 with Intel Xeon Silver 4114 10-core CPU and 32GB DDR4 ECC RAM. Supports up to 24x 2.5"" SFF drives with HPE Smart Array P408i-a RAID controller. The ideal choice for data center-grade compute on a reasonable budget.","Need data center-grade server performance but your budget won't stretch to buy new?

**Why This Product?**
- Intel Xeon Silver 4114 10-core/20-thread at 2.2GHz with dual-socket support
- 32GB DDR4 ECC RDIMM included, expandable to 3TB across 24 DIMM slots
- HPE Smart Array P408i-a SR Gen10 controller supporting RAID 0/1/5/6/10/50/60
- 2U chassis supporting up to 24x 2.5"" SFF or 12x 3.5"" LFF drives
- iLO 5 for full remote management including virtual KVM console

| Specification | Details |
|---|---|
| CPU | Intel Xeon Silver 4114 (10C/20T, 2.2GHz) |
| Second CPU | Second socket available (Dual Socket) |
| Installed Memory | 32GB DDR4-2666 ECC RDIMM |
| Max Memory | 3TB (24x DIMM slots) |
| Storage | 8x SFF 2.5"" bays (expandable to 24) |
| RAID Controller | HPE Smart Array P408i-a SR |
| Network | 4x 1GbE (HPE 331i) |
| Management | iLO 5 Advanced |
| Power Supply | 1x 500W (supports dual for redundancy) |
| Form Factor | 2U Rack-Mount |
| Dimensions | 445 x 763 x 87 mm |",,,taxable,,1,,,0,0,,,,,1,,,4590,Enterprise & IT Pro,,,https://m.media-amazon.com/images/I/41ZZtJ+Wh7L._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-ENT-010,,Ubiquiti UniFi Switch Pro 24 PoE (USW-Pro-24-PoE) - Smart Managed PoE+ Switch,1,0,visible,"Fully managed 24-port Gigabit PoE+ switch from Ubiquiti with 2x 10Gbps SFP+ uplinks. Delivers a 400W PoE budget to power access points, cameras, and VoIP phones through Ethernet cables. Seamlessly integrates with the UniFi ecosystem for centralized management.","Tired of running separate power cables to every camera and access point in your network?

**Why This Product?**
- 24x Gigabit PoE+ ports with 400W total PoE budget to power devices via network cable
- 2x SFP+ 10Gbps uplinks for high-speed switch and server interconnects
- 1.3"" color touchscreen LCM display showing port status and network health
- Full Layer 2 and Layer 3 capabilities with VLAN, Static Routing, and DHCP Server
- Fanless 1U metal design for completely silent operation

| Specification | Details |
|---|---|
| Ethernet Ports | 24x 10/100/1000 RJ-45 PoE+ |
| SFP+ Ports | 2x SFP+ (10Gbps) |
| PoE Budget | 400W (802.3at PoE+) |
| Switching Capacity | 52 Gbps |
| Layer 3 | Static Routing, DHCP Server, Inter-VLAN Routing |
| Display | 1.3"" Color Touchscreen LCM |
| Dimensions | 442.4 x 220 x 44 mm (1U) |
| Weight | 4.45 kg |
| Cooling | Fanless |
| Management | UniFi Network Application |",,,taxable,,1,,,0,0,,,,,1,,,2990,Enterprise & IT Pro,,,https://m.media-amazon.com/images/I/31g6g6sJKZL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-SH-006,,Aqara Hub M2 (HM2-G01) - Multi-Protocol Smart Home Gateway,1,0,visible,"Smart home hub from Aqara supporting Zigbee 3.0, Wi-Fi, Bluetooth, and built-in IR blaster with integrated speaker. Compatible with Apple HomeKit, Google Home, and Amazon Alexa. Serves as the central gateway for all Aqara smart devices.","Have scattered smart devices with no single hub to bring them together?

**Why This Product?**
- Zigbee 3.0 support for controlling up to 128 Aqara smart devices
- Built-in IR blaster to control air conditioners, TVs, and legacy appliances
- Compatible with Apple HomeKit, Google Home, Alexa, and Matter (via update)
- Integrated 85dB speaker functions as an alarm siren
- Dual connectivity: Wi-Fi 2.4GHz/5GHz + Ethernet for maximum stability

| Specification | Details |
|---|---|
| Protocols | Zigbee 3.0, Wi-Fi (2.4/5GHz), Bluetooth 5.0, IR |
| Compatibility | Apple HomeKit, Google Home, Alexa, Matter |
| Max Devices | 128 Zigbee devices |
| Speaker | 85dB built-in |
| Network Port | 1x RJ-45 100Mbps |
| Power | USB-C 5V/1A |
| Dimensions | 74 x 74 x 28.4 mm |
| Weight | 153g |",,,taxable,,1,,,0,0,,,,,1,,,259,Smart Home & IoT,,,https://m.media-amazon.com/images/I/31nT5lVlXsL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-SH-007,,SwitchBot Curtain 3 (W2400000) - Turn Any Curtain Smart in Minutes,1,0,visible,"Smart curtain motor from SwitchBot that converts any existing curtain into a smart curtain without replacing the rail. Bluetooth connectivity with Matter support via SwitchBot Hub. Tool-free installation with battery lasting up to 8 months, with optional solar panel charging.","Ever wished you could open and close your curtains with your voice or phone while relaxing?

**Why This Product?**
- Tool-free installation in under 5 minutes - fits U-Rail, I-Rail, and Rod tracks
- New QuietDrift motor is 50% quieter than previous generation (under 25dB)
- 3350mAh lithium polymer battery lasts up to 8 months (once daily use)
- Compatible with Apple HomeKit, Google Home, Alexa, and Matter (via SwitchBot Hub)
- Built-in light sensor for automatic open/close based on sunlight levels

| Specification | Details |
|---|---|
| Compatibility | U-Rail, I-Rail, Rod (up to 40mm) |
| Connectivity | Bluetooth 5.0 (Matter via Hub) |
| Battery | 3350mAh Li-Po |
| Battery Life | Up to 8 months |
| Max Curtain Weight | 16 kg |
| Noise Level | Under 25 dB |
| Dimensions | 73 x 51 x 40 mm |
| Weight | 135g |",,,taxable,,1,,,0,0,,,,,1,,,315,Smart Home & IoT,,,https://m.media-amazon.com/images/I/61rLcSaGxJL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-SH-008,,Shelly Plus 1PM - Smart Wi-Fi Relay with Power Monitoring,1,0,visible,Compact smart relay from Shelly that fits behind any light switch or appliance. Monitors real-time power consumption with direct Wi-Fi connectivity - no hub required. Ultra-compact form factor (42x36x15mm) with 16A capacity for heavy loads.,"Want to make your existing light switches and appliances smart without changing the switches themselves?

**Why This Product?**
- Installs behind existing switches - no need to change the switch or interior design
- Real-time power consumption monitoring (Watts, kWh, Volts, Amps)
- Direct Wi-Fi connectivity - no hub or gateway required
- 16A / 3680W capacity - enough for water heaters or small AC units
- Compatible with Home Assistant, Apple HomeKit (via integration), Google Home, and Alexa

| Specification | Details |
|---|---|
| Connectivity | Wi-Fi 802.11 b/g/n 2.4GHz + Bluetooth |
| Max Load | 16A / 3680W (240V) |
| Power Metering | Yes (Watts, Volts, Amps, kWh) |
| Power Input | 110-240V AC |
| Processor | ESP32 |
| Dimensions | 42.2 x 36.6 x 15.2 mm |
| Weight | 26g |
| Temperature Range | -20°C to +40°C |
| Compatibility | Alexa, Google Home, Home Assistant, MQTT |",,,taxable,,1,,,0,0,,,,,1,,,85,Smart Home & IoT,,,https://m.media-amazon.com/images/I/41jY0J+Y4UL._AC_SL1500_.jpg,,,,,,,,,0,,,
,simple,NG-SH-009,,Aqara Motion Sensor P1 (MS-S02) - Wide-Angle 170° Smart PIR Sensor,1,0,visible,Advanced PIR motion sensor from Aqara with 170-degree detection angle and 7-meter range. Zigbee 3.0 connectivity with 3-level adjustable sensitivity and built-in light sensor. Compatible with Apple HomeKit and all major smart home platforms.,"Want lights that automatically turn on the moment you enter a room and off when you leave?

**Why This Product?**
- Ultra-wide 170° x 40° (horizontal x vertical) detection angle covers entire rooms
- 3-level adjustable sensitivity (high, medium, low) to minimize false triggers
- Built-in illuminance sensor to trigger automations only in the dark
- CR2450 battery lasts up to 5 years
- Zigbee 3.0 with Apple HomeKit, Google Home, and Alexa compatibility

| Specification | Details |
|---|---|
| Detection Technology | PIR (Passive Infrared) |
| Detection Angle | 170° (horizontal) x 40° (vertical) |
| Detection Range | Up to 7 meters |
| Sensitivity Levels | 3 adjustable levels |
| Light Sensor | Yes (Lux) |
| Protocol | Zigbee 3.0 |
| Battery | CR2450 (up to 5 years) |
| Operating Temperature | -10°C to +45°C |
| Dimensions | 33 x 33 x 30 mm |
| Weight | 24.5g (with battery) |",,,taxable,,1,,,0,0,,,,,1,,,145,Smart Home & IoT,,,https://m.media-amazon.com/images/I/31x6HCW4WuL._AC_SL1500_.jpg,,,,,,,,,0,,,
